No,Inglés ,Español ,Genero,Inventores,No. De inventore/Patente,Mujeres/Patente,Hombres/Patente,Register IMPI,Fecha de presentación ,TAE (Año),Estatus ,No. Inventores/Proyecto ,No. Hombres/Proyecto,No. Mujeres/Proyecto ,Número de ideas / Proyecto ,Aportación complementaria a sueldos y salarios / Proyecto,Servicios Externos y comerciales ,Servicios del IMPI,Monto total aprobado / Proyecto,N. de cesiones 
205.00,Vortex Effect Utilization for Power Generation in Vehicles ,Utilización del Efecto Vortez para Generación de Energía en Vehículos ,H,Farid Dergal Davito ,3.00,0.00,3.00,MX/a/2022/016417,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
206.00,Versatile Humor Enviroment for Autonomous Vehicles ,Entorno de Estado de Ánimo Versátil para Vehículos Autónomos ,H,Alejandro Zuñiga Castellanos ,4.00,0.00,4.00,MX/a/2022/016490,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
206.00,Versatile Humor Enviroment for Autonomous Vehicles ,Entorno de Estado de Ánimo Versátil para Vehículos Autónomos ,H,Carlos Manuel Rodríguez Vega,4.00,0.00,4.00,MX/a/2022/016490,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
206.00,Versatile Humor Enviroment for Autonomous Vehicles ,Entorno de Estado de Ánimo Versátil para Vehículos Autónomos ,H,Carlos Alejandro Razo Ocegueda ,4.00,0.00,4.00,MX/a/2022/016490,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
206.00,Versatile Humor Enviroment for Autonomous Vehicles ,Entorno de Estado de Ánimo Versátil para Vehículos Autónomos ,H,José Daniel Gaxiola Ochoa ,4.00,0.00,4.00,MX/a/2022/016490,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
207.00,Imput Device Selection Indicator for Driver ,Indicador de Selección de Dispositivo de Entrada para Conductor ,H,Carlos Francisco Calvillo Cortes ,2.00,0.00,2.00,MX/a/2022/016401,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
207.00,Imput Device Selection Indicator for Driver ,Indicador de Selección de Dispositivo de Entrada para Conductor ,H,Alberto Rodriguez Arreola ,2.00,0.00,2.00,MX/a/2022/016401,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
208.00,Door Protection System Against Hit From Adjacent Vehicles ,Sistema de Protección de Puertas Contra Golpes de Vehículos Adyacentes ,H,Jesús Alberto Santos Morales ,4.00,0.00,4.00,MX/a/2022/016540,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
208.00,Door Protection System Against Hit From Adjacent Vehicles ,Sistema de Protección de Puertas Contra Golpes de Vehículos Adyacentes ,H,Leonardo Orozco Gaalvan ,4.00,0.00,4.00,MX/a/2022/016540,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
208.00,Door Protection System Against Hit From Adjacent Vehicles ,Sistema de Protección de Puertas Contra Golpes de Vehículos Adyacentes ,H,César Yire Ponce Orozco ,4.00,0.00,4.00,MX/a/2022/016540,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
208.00,Door Protection System Against Hit From Adjacent Vehicles ,Sistema de Protección de Puertas Contra Golpes de Vehículos Adyacentes ,H,José Salvador Sanchez Cortés ,4.00,0.00,4.00,MX/a/2022/016540,16/12/2022,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
209.00,Flood Alert for Vehicles ,Alerta de Inundaciones para Automoviles ,H,Gilberto Carlos Ochoa Ulloa ,3.00,0.00,3.00,MX/a/2023/001710,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
209.00,Flood Alert for Vehicles ,Alerta de Inundaciones para Automoviles ,H,Camilo Andrés Rivera Lozano ,3.00,0.00,3.00,MX/a/2023/001710,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
209.00,Flood Alert for Vehicles ,Alerta de Inundaciones para Automoviles ,H,Abelardo Aguilasocho Favela ,3.00,0.00,3.00,MX/a/2023/001710,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
210.00,Safedrive-Alcohol Level Control ,Sistema y Método para la Conducción Segura Basado en el Contenido de Alcohol en Sangre de los Conductores,H,Carlos Agustin Torres Cerna ,3.00,1.00,2.00,MX/a/2023/001760,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
210.00,Safedrive-Alcohol Level Control ,Sistema y Método para la Conducción Segura Basado en el Contenido de Alcohol en Sangre de los Conductores,H,Eduardo Pérez Arellano ,3.00,1.00,2.00,MX/a/2023/001760,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
210.00,Safedrive-Alcohol Level Control ,Sistema y Método para la Conducción Segura Basado en el Contenido de Alcohol en Sangre de los Conductores,M,Caroline Martines Ribeiro ,3.00,1.00,2.00,MX/a/2023/001760,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
211.00,Air Condition Customized ,Aire Acondicionado Personalizado ,H,Juan Carlos Rivera Cruz ,2.00,0.00,2.00,MX/a/2023/001711,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
211.00,Air Condition Customized ,Aire Acondicionado Personalizado ,H,David Alberto Urbina Valencia ,2.00,0.00,2.00,MX/a/2023/001711,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
212.00,Point to Point EV Charger (PPEV),Cargador Punto a Punto de Vehículos Eléctricos ,H,Alfredo de Jesús Sosa García ,2.00,0.00,2.00,MX/a/2023/001712,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
212.00,Point to Point EV Charger (PPEV),Cargador Punto a Punto de Vehículos Eléctricos ,H,David Nuño Correa ,2.00,0.00,2.00,MX/a/2023/001712,09/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
213.00,"Anti-High Beam Adaptative Tinted Window, Wing and rear-View Mirrors ","Espejos Retrovisores, Retrovisores y Retrovisores Polarizados Adpatativos Anti-Luz de Carretera ",H,Enrique Alan Lastire Olmedo,2.00,0.00,2.00,MX/a/2023/001713,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
213.00,"Anti-High Beam Adaptative Tinted Window, Wing and rear-View Mirrors ","Espejos Retrovisores, Retrovisores y Retrovisores Polarizados Adpatativos Anti-Luz de Carretera ",H,Marcelo Roger García Escalante ,2.00,0.00,2.00,MX/a/2023/001713,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
214.00,Explaining Saliency Maps Using Learning Embedded Features,Sistema y Método para Mejorar las Explicaciones de Mapas de Prominencia Mediante el Uso de Funciones Integradas de Aprendizaje ,H,Emmanuel Ortiz López ,1.00,0.00,1.00,MX/a/2023/001773,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
215.00,Avoid Chain Collision ,Sistema Anticolisión Basado en Señal de Advertencia Transmitida ,H,David Alberto Urbina Valencia ,2.00,0.00,2.00,MX/a/2023/001787,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
215.00,Avoid Chain Collision ,Sistema Anticolisión Basado en Señal de Advertencia Transmitida ,H,Juan Carlos Rivera Cruz ,2.00,0.00,2.00,MX/a/2023/001787,10/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
216.00,Visual Assitant for delimiting Transit Boundaries ,Sistema de Asistencia Visual para Delimitar Límites de Tránsito ,H,Jorge Alan Quintero Mellado ,1.00,0.00,1.00,MX/a/2023/001841,13/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
217.00,Warning System and Safe Distance Measurement in Low Visibility Conditions ,Sistema de Alerta y Medición de Distancia Segura en Condiciones de Baja Visibilidad ,H,Jorge Alan Quintero Mellado ,1.00,0.00,1.00,MX/a/2023/001842,13/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
218.00,Visual Navigation Assistant for Enchancing the Driving Experience ,Sistema de Asistencia de Navegación Visual para Mejorar la Experiencia de Conducción ,H,Jorge Alan Quintero Mellado ,1.00,0.00,1.00,MX/a/2023/001843,13/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
219.00,Trunk Sanitizer ,Sistema Ionizador de Aire para Portaequipaje de Vehículo ,H,Lusi Enrique Hernnadez Lopez ,3.00,1.00,2.00, MX/a/2023/002495,28/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
219.00,Trunk Sanitizer ,Sistema Ionizador de Aire para Portaequipaje de Vehículo ,M,Caroline Martines Ribeiro ,3.00,1.00,2.00, MX/a/2023/002495,28/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
219.00,Trunk Sanitizer ,Sistema Ionizador de Aire para Portaequipaje de Vehículo ,H,Eduardo Perez Arellano ,3.00,1.00,2.00, MX/a/2023/002495,28/02/2023,2022,En revisión,45.00,42.00,3.00,22.00,"$434,500.00","$1,090,100.00",$0.00,"$1,524,600.00",53.00
220.00,Anti -Child Safety Start for Vehicles ,Arranque Seguro Anti-Niños para Vehículos ,M,Karla Paulina Becerra Arciniega,3.00,2.00,1.00,MX/a/2023/015053,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
220.00,Anti -Child Safety Start for Vehicles ,Arranque Seguro Anti-Niños para Vehículos ,M,Ana María Jiménez Ávila ,3.00,2.00,1.00,MX/a/2023/015053,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
220.00,Anti -Child Safety Start for Vehicles ,Arranque Seguro Anti-Niños para Vehículos ,H,Cristhian José Mendez Arana,3.00,2.00,1.00,MX/a/2023/015053,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
221.00,Smart Ambulance Stretcher Stabilizer ,Estabilizador de Camilla de Ambulancia,H,Eddie Bernal Payán ,3.00,0.00,3.00,MX/a/2023/015054,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
221.00,Smart Ambulance Stretcher Stabilizer ,Estabilizador de Camilla de Ambulancia,H,Daniel Alejandro Hernández Lamas,3.00,0.00,3.00,MX/a/2023/015054,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
221.00,Smart Ambulance Stretcher Stabilizer ,Estabilizador de Camilla de Ambulancia,H,Omar Fernando Mata Hurtado ,3.00,0.00,3.00,MX/a/2023/015054,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
222.00,EV to EV Jump Charging System ,Sistema de Carga entre Vehículos Eléctricos ,H,Edgardo Adrian Gómez Córtez ,3.00,1.00,2.00,MX/a/2023/015055,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
222.00,EV to EV Jump Charging System ,Sistema de Carga entre Vehículos Eléctricos ,M,Yesenia Anadela Guerrero Delgado ,3.00,1.00,2.00,MX/a/2023/015055,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
222.00,EV to EV Jump Charging System ,Sistema de Carga entre Vehículos Eléctricos ,H,Carlos Alberto Guerrero Gutierrez,3.00,1.00,2.00,MX/a/2023/015055,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
223.00,Photosensitive Transition Windshield for Tunnel's Passthrough Controller ,Sistema de Control de Parabrisas Fotosensible ,H,Robert Christopher Anaya de la Vega ,3.00,0.00,3.00,MX/a/2023/015056,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
223.00,Photosensitive Transition Windshield for Tunnel's Passthrough Controller ,Sistema de Control de Parabrisas Fotosensible ,H,José Daniel Gaxiola Ochoa ,3.00,0.00,3.00,MX/a/2023/015056,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
223.00,Photosensitive Transition Windshield for Tunnel's Passthrough Controller ,Sistema de Control de Parabrisas Fotosensible ,H,Alejandro Zuñiga Castellanos ,3.00,0.00,3.00,MX/a/2023/015056,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
224.00,Distributed Vehicle Mirror Sensor Monitoring ,Monitoreo de Espejo de Vehíuclos con Tecnología de Fibra Óptica ,H,Agustín Filoteo Razo ,3.00,0.00,3.00,MX/a/2023/015058,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
224.00,Distributed Vehicle Mirror Sensor Monitoring ,Monitoreo de Espejo de Vehíuclos con Tecnología de Fibra Óptica ,H,Miguel Tlapa Juarez ,3.00,0.00,3.00,MX/a/2023/015058,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
224.00,Distributed Vehicle Mirror Sensor Monitoring ,Monitoreo de Espejo de Vehíuclos con Tecnología de Fibra Óptica ,H,Andrés Esteban Yañez Rojas ,3.00,0.00,3.00,MX/a/2023/015058,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
225.00,Conect/Disconnect Key from Auto/Car,Llave de Vehículo Desconectable y Conectable ,M,Nandeesha Malleshappa ,1.00,1.00,0.00,MX/a/2023/015059,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
226.00,EV/Hybrid Powertrain Fault Diagnosis System ,Sistema de Diagnostico de Falla de Tren Motríz ,M,Carmen Lizette Acosta Lopéz ,4.00,1.00,3.00,MX/a/2023/015060,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
226.00,EV/Hybrid Powertrain Fault Diagnosis System ,Sistema de Diagnostico de Falla de Tren Motríz ,H,Humberto Diaz Escobar ,4.00,1.00,3.00,MX/a/2023/015060,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
226.00,EV/Hybrid Powertrain Fault Diagnosis System ,Sistema de Diagnostico de Falla de Tren Motríz ,H,Agustín Filoteo Razo ,4.00,1.00,3.00,MX/a/2023/015060,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
226.00,EV/Hybrid Powertrain Fault Diagnosis System ,Sistema de Diagnostico de Falla de Tren Motríz ,H,Luis Eduardo Landeros Reyna ,4.00,1.00,3.00,MX/a/2023/015060,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
227.00,Traffic Jam Advance Alarm ,Alerta de Avance de Tráfico ,H,Elmo Abraham Sánchez Miramontes ,1.00,0.00,1.00,MX/a/2023/015061,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
228.00,Adaptive Air Conditioning of the Car According to the Destination ,Sistema de Aire Acondicionado de Vehículos Adaptativos Según el Destino ,H,Omar Rámirez Contreras ,3.00,0.00,3.00,MX/a/2023/015062,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
228.00,Adaptive Air Conditioning of the Car According to the Destination ,Sistema de Aire Acondicionado de Vehículos Adaptativos Según el Destino ,H,Mario Alberto Recinos Silva ,3.00,0.00,3.00,MX/a/2023/015062,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
228.00,Adaptive Air Conditioning of the Car According to the Destination ,Sistema de Aire Acondicionado de Vehículos Adaptativos Según el Destino ,H,Fernando Sánchez Vázquez ,3.00,0.00,3.00,MX/a/2023/015062,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
229.00,Anti-Thief End-User Programmable Feature  ,Sistema Antirrobo para Vehíuclos Programable por el Usuario Final ,H,Christian Salomon Alvarez Robles ,3.00,0.00,3.00,MX/a/2023/015063,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
229.00,Anti-Thief End-User Programmable Feature  ,Sistema Antirrobo para Vehíuclos Programable por el Usuario Final ,H,Isaac Muñoz Leyva ,3.00,0.00,3.00,MX/a/2023/015063,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
229.00,Anti-Thief End-User Programmable Feature  ,Sistema Antirrobo para Vehíuclos Programable por el Usuario Final ,H,Isidro Santos Lechuga ,3.00,0.00,3.00,MX/a/2023/015063,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
230.00,Smart Watching for Monitoring the State of Health of the Battery ,Sistema de Calibración para Amplificador de Potencia de Audio en Vehículos ,H,Frederico Vermejo ,3.00,0.00,3.00,MX/a/2024/003835,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
230.00,Smart Watching for Monitoring the State of Health of the Battery ,Sistema de Calibración para Amplificador de Potencia de Audio en Vehículos ,H,Diego de Jesús Perez Luna ,3.00,0.00,3.00,MX/a/2024/003835,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
230.00,Smart Watching for Monitoring the State of Health of the Battery ,Sistema de Calibración para Amplificador de Potencia de Audio en Vehículos ,H,Wilson Alegra ,3.00,0.00,3.00,MX/a/2024/003835,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
231.00,Smart Networking Insfraestructure for RFID Tags at Continental Tires,Sistemas de Interconexión Mediante Etiquetas RFID en Neumáticos ,H,Olvaldo Alonso Herrera ,3.00,0.00,3.00,MX/a/2024/003836,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
231.00,Smart Networking Insfraestructure for RFID Tags at Continental Tires,Sistemas de Interconexión Mediante Etiquetas RFID en Neumáticos ,H,Miguel Tlapa Juarez ,3.00,0.00,3.00,MX/a/2024/003836,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
231.00,Smart Networking Insfraestructure for RFID Tags at Continental Tires,Sistemas de Interconexión Mediante Etiquetas RFID en Neumáticos ,H,Ariel Alejandro Zamora Castro ,3.00,0.00,3.00,MX/a/2024/003836,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
232.00,Conductor/Passenger Impact Control for Crash Events ,Sistema de Control de Impacto de un Ocupante de Vehículo en caso de Accidente ,H,Marco Antonio Sánchez Reynoso ,2.00,0.00,2.00,MX/a/2024/003837,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
232.00,Conductor/Passenger Impact Control for Crash Events ,Sistema de Control de Impacto de un Ocupante de Vehículo en caso de Accidente ,H,Enrique Raúl Villa Loustaunau ,2.00,0.00,2.00,MX/a/2024/003837,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
233.00,Automotive Parts Warranty Indicator ,Indicador de Garantia de Piezas de Vehículos ,H,Patricio Tlacaelel Alva Pufleau ,1.00,0.00,1.00,MX/a/2024003838,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
234.00,V2V - Safety Alert for Hazardous Driving Behavior (SAHDB),Sistema y Método de Alerta de Seguridad Relativo a Comportamiento de Conducción Peligroso ,H,Carlos Eduardo Martinez Rocha ,3.00,0.00,3.00,MX/a/2024/003839,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
234.00,V2V - Safety Alert for Hazardous Driving Behavior (SAHDB),Sistema y Método de Alerta de Seguridad Relativo a Comportamiento de Conducción Peligroso ,H,Heber Rámirez Luna ,3.00,0.00,3.00,MX/a/2024/003839,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
234.00,V2V - Safety Alert for Hazardous Driving Behavior (SAHDB),Sistema y Método de Alerta de Seguridad Relativo a Comportamiento de Conducción Peligroso ,H,Jesús Héctor Yepiz Urbina ,3.00,0.00,3.00,MX/a/2024/003839,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
235.00,Artificial Intelligence Model for Visual Tires Quality Inspection,Sistema para la Inspección de Calidad de los Neumáticos Basados en un Modelo de Inteligencia Artificial ,H,Ariel Esau Ortiz Esquivel ,2.00,0.00,2.00,MX/a/2024/003843,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
235.00,Artificial Intelligence Model for Visual Tires Quality Inspection,Sistema para la Inspección de Calidad de los Neumáticos Basados en un Modelo de Inteligencia Artificial ,H,Marcelo Roger García Escalante ,2.00,0.00,2.00,MX/a/2024/003843,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
236.00,Bidirectional Resonant LLC Converter by Rearrangement of Resonant Tank ,Convertidor Resonante Bidireccional para Carga de Baterías de Vehículos ,H,Emmanuel Izcoatl Sánchez González ,1.00,0.00,1.00,MX/a/2024/003844,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
237.00,Secure Storage Emulation Without SHE or HSM,Sistema y Método de Emulación de Almacenamiento Seguro ,H,Gerardo Rosas Cholula ,2.00,0.00,2.00,MX/a/2024/003845,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
237.00,Secure Storage Emulation Without SHE or HSM,Sistema y Método de Emulación de Almacenamiento Seguro ,H,David Roberto Bellomo Gómez ,2.00,0.00,2.00,MX/a/2024/003845,26/03/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
238.00,Method for Intelligent Intersection Azimuth Angle Radar Self-Calibration ,Método de Autocalibración de Radar en Intersección Inteligente ,H,Pablo Arturo Martínez Gonzalez ,1.00,0.00,1.00,MX/a/2024/007402,14/06/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
239.00,Acelerator Control in Motorcycles to Prevent Fails Backwards ,Sistema de Control en Motos para Evitar Caidas Hacia Atrás ,H,Miguel Alberto Elizalde Villareal ,1.00,0.00,1.00,MX/a/2024/007401,14/06/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
240.00,Brake System Activated by Security System Remotely ,Sistema de Frenos Activados por Sistema de Seguridad Remoto ,M,Maura Jazmin Alcalá segura ,2.00,1.00,1.00,MX/a/2024/007400,14/06/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
240.00,Brake System Activated by Security System Remotely ,Sistema de Frenos Activados por Sistema de Seguridad Remoto ,H,Oscar Gabriel Arevalo Loyola ,2.00,1.00,1.00,MX/a/2024/007400,14/06/2024,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
241.00,Side-View Cameras to Help in Reverse Maneuvers ,Cámaras Laterales para Apoyo en Maniobra de Vehículos ,H,Elyoenai Martínez Romero ,1.00,0.00,1.00,MX/a/2023/015057,13/12/2023,2023,En revisión,47.00,41.00,6.00,22.00,"$431,500.00","$1,184,000.00","$100,100.00","$1,715,600.00",49.00
242.00,Seat Recline System When Imapct on Windshield ,Sistema y Método de Reclinación de Asiento en Caso de Emergencia ,H,Cesar Eduardo Tapia Lias ,5.00,0.00,5.00,MX/a/2024/014679,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
242.00,Seat Recline System When Imapct on Windshield ,Sistema y Método de Reclinación de Asiento en Caso de Emergencia ,H,Juan Carlos Estevez Arrizon ,5.00,0.00,5.00,MX/a/2024/014679,27/11/2024,2024,En revisión,55.00,55.00,11.00,22.00,"$447,000.00","$1,184,000.00","$100,100.00","$1,731,100.00",64.00
